                                   Experiment        Metric  File     Value                         Model       CNN          RNN                     Phase
298           Evaluation-VGG16_BiLSTM-Vis-ACF      Accuracy     4  0.732975          VGG16-BiLSTM-Vis-ACF     VGG16       BiLSTM  Viscoelastic/AC Flushing
299           Evaluation-VGG16_BiLSTM-Vis-ACF      Accuracy     5  0.682796          VGG16-BiLSTM-Vis-ACF     VGG16       BiLSTM  Viscoelastic/AC Flushing
300              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-1st     1  0.731183             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
301              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-1st     2  0.698925             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
302              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-1st     3  0.705224             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
303              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-1st     4  0.768817             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
304              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-1st     5  0.677419             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
305              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-2nd     1  0.268817             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
306              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-2nd     2  0.301075             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
307              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-2nd     3  0.294776             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
308              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-2nd     4  0.231183             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
309              Evaluation-VGG16_GRU-Vis-ACF  Accuracy-2nd     5  0.322581             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
310              Evaluation-VGG16_GRU-Vis-ACF      Accuracy     1  0.731183             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
311              Evaluation-VGG16_GRU-Vis-ACF      Accuracy     2  0.698925             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
312              Evaluation-VGG16_GRU-Vis-ACF      Accuracy     3  0.705224             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
313              Evaluation-VGG16_GRU-Vis-ACF      Accuracy     4  0.768817             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
314              Evaluation-VGG16_GRU-Vis-ACF      Accuracy     5  0.677419             VGG16-GRU-Vis-ACF     VGG16          GRU  Viscoelastic/AC Flushing
315             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-1st     1  0.758065            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
316             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-1st     2  0.754480            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
317             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-1st     3  0.727612            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
318             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-1st     4  0.792115            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
319             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-1st     5  0.682796            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
320             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-2nd     1  0.241935            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
321             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-2nd     2  0.245520            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
322             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-2nd     3  0.272388            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
323             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-2nd     4  0.207885            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
324             Evaluation-VGG16_LSTM-Vis-ACF  Accuracy-2nd     5  0.317204            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
325             Evaluation-VGG16_LSTM-Vis-ACF      Accuracy     1  0.758065            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
326             Evaluation-VGG16_LSTM-Vis-ACF      Accuracy     2  0.754480            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
327             Evaluation-VGG16_LSTM-Vis-ACF      Accuracy     3  0.727612            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
328             Evaluation-VGG16_LSTM-Vis-ACF      Accuracy     4  0.792115            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
329             Evaluation-VGG16_LSTM-Vis-ACF      Accuracy     5  0.682796            VGG16-LSTM-Vis-ACF     VGG16         LSTM  Viscoelastic/AC Flushing
330       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-1st     1  0.758065      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
331       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-1st     2  0.727599      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
332       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-1st     3  0.651119      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
333       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-1st     4  0.768817      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
334       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-1st     5  0.716846      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
335       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-2nd     1  0.241935      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
336       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-2nd     2  0.272401      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
337       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-2nd     3  0.348881      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
338       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-2nd     4  0.231183      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
339       Evaluation-VGG16_Mamba-best-Vis-ACF  Accuracy-2nd     5  0.283154      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
340       Evaluation-VGG16_Mamba-best-Vis-ACF      Accuracy     1  0.758065      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
341       Evaluation-VGG16_Mamba-best-Vis-ACF      Accuracy     2  0.727599      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
342       Evaluation-VGG16_Mamba-best-Vis-ACF      Accuracy     3  0.651119      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
343       Evaluation-VGG16_Mamba-best-Vis-ACF      Accuracy     4  0.768817      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
344       Evaluation-VGG16_Mamba-best-Vis-ACF      Accuracy     5  0.716846      VGG16-Mamba-best-Vis-ACF     VGG16        Mamba  Viscoelastic/AC Flushing
345      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-1st     1  0.786738     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
346      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-1st     2  0.747312     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
347      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-1st     3  0.733209     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
348      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-1st     4  0.817204     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
349      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-1st     5  0.754480     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
350      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-2nd     1  0.213262     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
351      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-2nd     2  0.252688     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
352      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-2nd     3  0.266791     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
353      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-2nd     4  0.182796     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
354      Evaluation-VGG16_Transformer-Vis-ACF  Accuracy-2nd     5  0.245520     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
355      Evaluation-VGG16_Transformer-Vis-ACF      Accuracy     1  0.786738     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
356      Evaluation-VGG16_Transformer-Vis-ACF      Accuracy     2  0.747312     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
357      Evaluation-VGG16_Transformer-Vis-ACF      Accuracy     3  0.733209     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
358      Evaluation-VGG16_Transformer-Vis-ACF      Accuracy     4  0.817204     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
359      Evaluation-VGG16_Transformer-Vis-ACF      Accuracy     5  0.754480     VGG16-Transformer-Vis-ACF     VGG16  Transformer  Viscoelastic/AC Flushing
360             Evaluation-ResNet50_BiGRU-Cap  Accuracy-1st     1  0.787990            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
361             Evaluation-ResNet50_BiGRU-Cap  Accuracy-1st     2  0.888480            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
362             Evaluation-ResNet50_BiGRU-Cap  Accuracy-1st     3  0.868227            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
363             Evaluation-ResNet50_BiGRU-Cap  Accuracy-1st     4  0.876829            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
364             Evaluation-ResNet50_BiGRU-Cap  Accuracy-1st     5  0.877150            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
365             Evaluation-ResNet50_BiGRU-Cap  Accuracy-2nd     1  0.212010            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
366             Evaluation-ResNet50_BiGRU-Cap  Accuracy-2nd     2  0.111520            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
367             Evaluation-ResNet50_BiGRU-Cap  Accuracy-2nd     3  0.131773            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
368             Evaluation-ResNet50_BiGRU-Cap  Accuracy-2nd     4  0.123171            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
369             Evaluation-ResNet50_BiGRU-Cap  Accuracy-2nd     5  0.122850            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
370             Evaluation-ResNet50_BiGRU-Cap      Accuracy     1  0.787990            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
371             Evaluation-ResNet50_BiGRU-Cap      Accuracy     2  0.888480            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
372             Evaluation-ResNet50_BiGRU-Cap      Accuracy     3  0.868227            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
373             Evaluation-ResNet50_BiGRU-Cap      Accuracy     4  0.876829            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
374             Evaluation-ResNet50_BiGRU-Cap      Accuracy     5  0.877150            ResNet50-BiGRU-Cap  ResNet50        BiGRU             Capsulorhexis
375            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-1st     1  0.866422           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
376            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-1st     2  0.865196           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
377            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-1st     3  0.815271           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
378            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-1st     4  0.858537           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
379            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-1st     5  0.843980           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
380            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-2nd     1  0.133578           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
381            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-2nd     2  0.134804           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
382            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-2nd     3  0.184729           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
383            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-2nd     4  0.141463           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
384            Evaluation-ResNet50_BiLSTM-Cap  Accuracy-2nd     5  0.156020           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
385            Evaluation-ResNet50_BiLSTM-Cap      Accuracy     1  0.866422           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
386            Evaluation-ResNet50_BiLSTM-Cap      Accuracy     2  0.865196           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
387            Evaluation-ResNet50_BiLSTM-Cap      Accuracy     3  0.815271           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
388            Evaluation-ResNet50_BiLSTM-Cap      Accuracy     4  0.858537           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
389            Evaluation-ResNet50_BiLSTM-Cap      Accuracy     5  0.843980           ResNet50-BiLSTM-Cap  ResNet50       BiLSTM             Capsulorhexis
390               Evaluation-ResNet50_GRU-Cap  Accuracy-1st     1  0.884804              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
391               Evaluation-ResNet50_GRU-Cap  Accuracy-1st     2  0.867647              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
392               Evaluation-ResNet50_GRU-Cap  Accuracy-1st     3  0.846059              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
393               Evaluation-ResNet50_GRU-Cap  Accuracy-1st     4  0.853659              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
394               Evaluation-ResNet50_GRU-Cap  Accuracy-1st     5  0.875921              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
395               Evaluation-ResNet50_GRU-Cap  Accuracy-2nd     1  0.115196              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
396               Evaluation-ResNet50_GRU-Cap  Accuracy-2nd     2  0.132353              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
397               Evaluation-ResNet50_GRU-Cap  Accuracy-2nd     3  0.153941              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
398               Evaluation-ResNet50_GRU-Cap  Accuracy-2nd     4  0.146341              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
399               Evaluation-ResNet50_GRU-Cap  Accuracy-2nd     5  0.124079              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
400               Evaluation-ResNet50_GRU-Cap      Accuracy     1  0.884804              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
401               Evaluation-ResNet50_GRU-Cap      Accuracy     2  0.867647              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
402               Evaluation-ResNet50_GRU-Cap      Accuracy     3  0.846059              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
403               Evaluation-ResNet50_GRU-Cap      Accuracy     4  0.853659              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
404               Evaluation-ResNet50_GRU-Cap      Accuracy     5  0.875921              ResNet50-GRU-Cap  ResNet50          GRU             Capsulorhexis
405              Evaluation-ResNet50_LSTM-Cap  Accuracy-1st     1  0.844363             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
406              Evaluation-ResNet50_LSTM-Cap  Accuracy-1st     2  0.868873             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
407              Evaluation-ResNet50_LSTM-Cap  Accuracy-1st     3  0.783251             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
408              Evaluation-ResNet50_LSTM-Cap  Accuracy-1st     4  0.842683             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
409              Evaluation-ResNet50_LSTM-Cap  Accuracy-1st     5  0.839066             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
410              Evaluation-ResNet50_LSTM-Cap  Accuracy-2nd     1  0.155637             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
411              Evaluation-ResNet50_LSTM-Cap  Accuracy-2nd     2  0.131127             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
412              Evaluation-ResNet50_LSTM-Cap  Accuracy-2nd     3  0.216749             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
413              Evaluation-ResNet50_LSTM-Cap  Accuracy-2nd     4  0.157317             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
414              Evaluation-ResNet50_LSTM-Cap  Accuracy-2nd     5  0.160934             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
415              Evaluation-ResNet50_LSTM-Cap      Accuracy     1  0.844363             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
416              Evaluation-ResNet50_LSTM-Cap      Accuracy     2  0.868873             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
417              Evaluation-ResNet50_LSTM-Cap      Accuracy     3  0.783251             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
418              Evaluation-ResNet50_LSTM-Cap      Accuracy     4  0.842683             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
419              Evaluation-ResNet50_LSTM-Cap      Accuracy     5  0.839066             ResNet50-LSTM-Cap  ResNet50         LSTM             Capsulorhexis
420        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-1st     1  0.761029       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
421        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-1st     2  0.873775       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
422        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-1st     3  0.843596       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
423        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-1st     4  0.819512       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
424        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-1st     5  0.818182       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
425        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-2nd     1  0.238971       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
426        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-2nd     2  0.126225       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
427        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-2nd     3  0.156404       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
428        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-2nd     4  0.180488       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
429        Evaluation-ResNet50_Mamba-best-Cap  Accuracy-2nd     5  0.181818       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
430        Evaluation-ResNet50_Mamba-best-Cap      Accuracy     1  0.761029       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
431        Evaluation-ResNet50_Mamba-best-Cap      Accuracy     2  0.873775       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
432        Evaluation-ResNet50_Mamba-best-Cap      Accuracy     3  0.843596       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
433        Evaluation-ResNet50_Mamba-best-Cap      Accuracy     4  0.819512       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
434        Evaluation-ResNet50_Mamba-best-Cap      Accuracy     5  0.818182       ResNet50-Mamba-best-Cap  ResNet50        Mamba             Capsulorhexis
435       Evaluation-ResNet50_Transformer-Cap  Accuracy-1st     1  0.895833      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
436       Evaluation-ResNet50_Transformer-Cap  Accuracy-1st     2  0.881127      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
437       Evaluation-ResNet50_Transformer-Cap  Accuracy-1st     3  0.832512      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
438       Evaluation-ResNet50_Transformer-Cap  Accuracy-1st     4  0.846341      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
439       Evaluation-ResNet50_Transformer-Cap  Accuracy-1st     5  0.858722      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
440       Evaluation-ResNet50_Transformer-Cap  Accuracy-2nd     1  0.104167      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
441       Evaluation-ResNet50_Transformer-Cap  Accuracy-2nd     2  0.118873      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
442       Evaluation-ResNet50_Transformer-Cap  Accuracy-2nd     3  0.167488      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
443       Evaluation-ResNet50_Transformer-Cap  Accuracy-2nd     4  0.153659      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
444       Evaluation-ResNet50_Transformer-Cap  Accuracy-2nd     5  0.141278      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
445       Evaluation-ResNet50_Transformer-Cap      Accuracy     1  0.895833      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
446       Evaluation-ResNet50_Transformer-Cap      Accuracy     2  0.881127      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
447       Evaluation-ResNet50_Transformer-Cap      Accuracy     3  0.832512      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
448       Evaluation-ResNet50_Transformer-Cap      Accuracy     4  0.846341      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
449       Evaluation-ResNet50_Transformer-Cap      Accuracy     5  0.858722      ResNet50-Transformer-Cap  ResNet50  Transformer             Capsulorhexis
450                Evaluation-VGG16_BiGRU-Cap  Accuracy-1st     1  0.861520               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
451                Evaluation-VGG16_BiGRU-Cap  Accuracy-1st     2  0.868873               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
452                Evaluation-VGG16_BiGRU-Cap  Accuracy-1st     3  0.873153               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
453                Evaluation-VGG16_BiGRU-Cap  Accuracy-1st     4  0.854878               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
454                Evaluation-VGG16_BiGRU-Cap  Accuracy-1st     5  0.894349               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
455                Evaluation-VGG16_BiGRU-Cap  Accuracy-2nd     1  0.138480               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
456                Evaluation-VGG16_BiGRU-Cap  Accuracy-2nd     2  0.131127               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
457                Evaluation-VGG16_BiGRU-Cap  Accuracy-2nd     3  0.126847               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
458                Evaluation-VGG16_BiGRU-Cap  Accuracy-2nd     4  0.145122               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
459                Evaluation-VGG16_BiGRU-Cap  Accuracy-2nd     5  0.105651               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
460                Evaluation-VGG16_BiGRU-Cap      Accuracy     1  0.861520               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
461                Evaluation-VGG16_BiGRU-Cap      Accuracy     2  0.868873               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
462                Evaluation-VGG16_BiGRU-Cap      Accuracy     3  0.873153               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
463                Evaluation-VGG16_BiGRU-Cap      Accuracy     4  0.854878               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
464                Evaluation-VGG16_BiGRU-Cap      Accuracy     5  0.894349               VGG16-BiGRU-Cap     VGG16        BiGRU             Capsulorhexis
465               Evaluation-VGG16_BiLSTM-Cap  Accuracy-1st     1  0.903186              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
466               Evaluation-VGG16_BiLSTM-Cap  Accuracy-1st     2  0.890931              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
467               Evaluation-VGG16_BiLSTM-Cap  Accuracy-1st     3  0.812808              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
468               Evaluation-VGG16_BiLSTM-Cap  Accuracy-1st     4  0.845122              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
469               Evaluation-VGG16_BiLSTM-Cap  Accuracy-1st     5  0.874693              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
470               Evaluation-VGG16_BiLSTM-Cap  Accuracy-2nd     1  0.096814              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
471               Evaluation-VGG16_BiLSTM-Cap  Accuracy-2nd     2  0.109069              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
472               Evaluation-VGG16_BiLSTM-Cap  Accuracy-2nd     3  0.187192              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
473               Evaluation-VGG16_BiLSTM-Cap  Accuracy-2nd     4  0.154878              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
474               Evaluation-VGG16_BiLSTM-Cap  Accuracy-2nd     5  0.125307              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
475               Evaluation-VGG16_BiLSTM-Cap      Accuracy     1  0.903186              VGG16-BiLSTM-Cap     VGG16       BiLSTM             Capsulorhexis
