                                  Experiment    Metric  File     Value                         Model       CNN          RNN                     Phase
186           Evaluation-ResNet50_BiLSTM-Hyd  F1-Score     2  0.872154           ResNet50-BiLSTM-Hyd  ResNet50       BiLSTM           Hydrodissection
187           Evaluation-ResNet50_BiLSTM-Hyd  F1-Score     3  0.795590           ResNet50-BiLSTM-Hyd  ResNet50       BiLSTM           Hydrodissection
188           Evaluation-ResNet50_BiLSTM-Hyd  F1-Score     4  0.831125           ResNet50-BiLSTM-Hyd  ResNet50       BiLSTM           Hydrodissection
189           Evaluation-ResNet50_BiLSTM-Hyd  F1-Score     5  0.905172           ResNet50-BiLSTM-Hyd  ResNet50       BiLSTM           Hydrodissection
190              Evaluation-ResNet50_GRU-Hyd  F1-Score     1  0.860470              ResNet50-GRU-Hyd  ResNet50          GRU           Hydrodissection
191              Evaluation-ResNet50_GRU-Hyd  F1-Score     2  0.864964              ResNet50-GRU-Hyd  ResNet50          GRU           Hydrodissection
192              Evaluation-ResNet50_GRU-Hyd  F1-Score     3  0.844662              ResNet50-GRU-Hyd  ResNet50          GRU           Hydrodissection
193              Evaluation-ResNet50_GRU-Hyd  F1-Score     4  0.831612              ResNet50-GRU-Hyd  ResNet50          GRU           Hydrodissection
194              Evaluation-ResNet50_GRU-Hyd  F1-Score     5  0.867146              ResNet50-GRU-Hyd  ResNet50          GRU           Hydrodissection
195             Evaluation-ResNet50_LSTM-Hyd  F1-Score     1  0.873162             ResNet50-LSTM-Hyd  ResNet50         LSTM           Hydrodissection
196             Evaluation-ResNet50_LSTM-Hyd  F1-Score     2  0.855801             ResNet50-LSTM-Hyd  ResNet50         LSTM           Hydrodissection
197             Evaluation-ResNet50_LSTM-Hyd  F1-Score     3  0.813379             ResNet50-LSTM-Hyd  ResNet50         LSTM           Hydrodissection
198             Evaluation-ResNet50_LSTM-Hyd  F1-Score     4  0.789557             ResNet50-LSTM-Hyd  ResNet50         LSTM           Hydrodissection
199             Evaluation-ResNet50_LSTM-Hyd  F1-Score     5  0.861008             ResNet50-LSTM-Hyd  ResNet50         LSTM           Hydrodissection
200       Evaluation-ResNet50_Mamba-best-Hyd  F1-Score     1  0.849578       ResNet50-Mamba-best-Hyd  ResNet50        Mamba           Hydrodissection
201       Evaluation-ResNet50_Mamba-best-Hyd  F1-Score     2  0.861047       ResNet50-Mamba-best-Hyd  ResNet50        Mamba           Hydrodissection
202       Evaluation-ResNet50_Mamba-best-Hyd  F1-Score     3  0.786198       ResNet50-Mamba-best-Hyd  ResNet50        Mamba           Hydrodissection
203       Evaluation-ResNet50_Mamba-best-Hyd  F1-Score     4  0.806505       ResNet50-Mamba-best-Hyd  ResNet50        Mamba           Hydrodissection
204       Evaluation-ResNet50_Mamba-best-Hyd  F1-Score     5  0.867910       ResNet50-Mamba-best-Hyd  ResNet50        Mamba           Hydrodissection
205      Evaluation-ResNet50_Transformer-Hyd  F1-Score     1  0.856677      ResNet50-Transformer-Hyd  ResNet50  Transformer           Hydrodissection
206      Evaluation-ResNet50_Transformer-Hyd  F1-Score     2  0.860951      ResNet50-Transformer-Hyd  ResNet50  Transformer           Hydrodissection
207      Evaluation-ResNet50_Transformer-Hyd  F1-Score     3  0.817985      ResNet50-Transformer-Hyd  ResNet50  Transformer           Hydrodissection
208      Evaluation-ResNet50_Transformer-Hyd  F1-Score     4  0.766420      ResNet50-Transformer-Hyd  ResNet50  Transformer           Hydrodissection
209      Evaluation-ResNet50_Transformer-Hyd  F1-Score     5  0.930835      ResNet50-Transformer-Hyd  ResNet50  Transformer           Hydrodissection
210               Evaluation-VGG16_BiGRU-Hyd  F1-Score     1  0.820604               VGG16-BiGRU-Hyd     VGG16        BiGRU           Hydrodissection
211               Evaluation-VGG16_BiGRU-Hyd  F1-Score     2  0.859196               VGG16-BiGRU-Hyd     VGG16        BiGRU           Hydrodissection
212               Evaluation-VGG16_BiGRU-Hyd  F1-Score     3  0.840073               VGG16-BiGRU-Hyd     VGG16        BiGRU           Hydrodissection
213               Evaluation-VGG16_BiGRU-Hyd  F1-Score     4  0.759468               VGG16-BiGRU-Hyd     VGG16        BiGRU           Hydrodissection
214               Evaluation-VGG16_BiGRU-Hyd  F1-Score     5  0.852727               VGG16-BiGRU-Hyd     VGG16        BiGRU           Hydrodissection
215              Evaluation-VGG16_BiLSTM-Hyd  F1-Score     1  0.801331              VGG16-BiLSTM-Hyd     VGG16       BiLSTM           Hydrodissection
216              Evaluation-VGG16_BiLSTM-Hyd  F1-Score     2  0.868611              VGG16-BiLSTM-Hyd     VGG16       BiLSTM           Hydrodissection
217              Evaluation-VGG16_BiLSTM-Hyd  F1-Score     3  0.825107              VGG16-BiLSTM-Hyd     VGG16       BiLSTM           Hydrodissection
218              Evaluation-VGG16_BiLSTM-Hyd  F1-Score     4  0.832711              VGG16-BiLSTM-Hyd     VGG16       BiLSTM           Hydrodissection
219              Evaluation-VGG16_BiLSTM-Hyd  F1-Score     5  0.779010              VGG16-BiLSTM-Hyd     VGG16       BiLSTM           Hydrodissection
220                 Evaluation-VGG16_GRU-Hyd  F1-Score     1  0.775359                 VGG16-GRU-Hyd     VGG16          GRU           Hydrodissection
221                 Evaluation-VGG16_GRU-Hyd  F1-Score     2  0.833475                 VGG16-GRU-Hyd     VGG16          GRU           Hydrodissection
222                 Evaluation-VGG16_GRU-Hyd  F1-Score     3  0.815456                 VGG16-GRU-Hyd     VGG16          GRU           Hydrodissection
223                 Evaluation-VGG16_GRU-Hyd  F1-Score     4  0.852166                 VGG16-GRU-Hyd     VGG16          GRU           Hydrodissection
224                 Evaluation-VGG16_GRU-Hyd  F1-Score     5  0.866122                 VGG16-GRU-Hyd     VGG16          GRU           Hydrodissection
225                Evaluation-VGG16_LSTM-Hyd  F1-Score     1  0.798356                VGG16-LSTM-Hyd     VGG16         LSTM           Hydrodissection
226                Evaluation-VGG16_LSTM-Hyd  F1-Score     2  0.864919                VGG16-LSTM-Hyd     VGG16         LSTM           Hydrodissection
227                Evaluation-VGG16_LSTM-Hyd  F1-Score     3  0.795756                VGG16-LSTM-Hyd     VGG16         LSTM           Hydrodissection
228                Evaluation-VGG16_LSTM-Hyd  F1-Score     4  0.839107                VGG16-LSTM-Hyd     VGG16         LSTM           Hydrodissection
229                Evaluation-VGG16_LSTM-Hyd  F1-Score     5  0.872619                VGG16-LSTM-Hyd     VGG16         LSTM           Hydrodissection
230          Evaluation-VGG16_Mamba-best-Hyd  F1-Score     1  0.804284          VGG16-Mamba-best-Hyd     VGG16        Mamba           Hydrodissection
231          Evaluation-VGG16_Mamba-best-Hyd  F1-Score     2  0.830246          VGG16-Mamba-best-Hyd     VGG16        Mamba           Hydrodissection
232          Evaluation-VGG16_Mamba-best-Hyd  F1-Score     3  0.780858          VGG16-Mamba-best-Hyd     VGG16        Mamba           Hydrodissection
233          Evaluation-VGG16_Mamba-best-Hyd  F1-Score     4  0.817479          VGG16-Mamba-best-Hyd     VGG16        Mamba           Hydrodissection
234          Evaluation-VGG16_Mamba-best-Hyd  F1-Score     5  0.812504          VGG16-Mamba-best-Hyd     VGG16        Mamba           Hydrodissection
235         Evaluation-VGG16_Transformer-Hyd  F1-Score     1  0.801739         VGG16-Transformer-Hyd     VGG16  Transformer           Hydrodissection
236         Evaluation-VGG16_Transformer-Hyd  F1-Score     2  0.870365         VGG16-Transformer-Hyd     VGG16  Transformer           Hydrodissection
237         Evaluation-VGG16_Transformer-Hyd  F1-Score     3  0.819421         VGG16-Transformer-Hyd     VGG16  Transformer           Hydrodissection
238         Evaluation-VGG16_Transformer-Hyd  F1-Score     4  0.795610         VGG16-Transformer-Hyd     VGG16  Transformer           Hydrodissection
239         Evaluation-VGG16_Transformer-Hyd  F1-Score     5  0.814425         VGG16-Transformer-Hyd     VGG16  Transformer           Hydrodissection
240            Evaluation-ResNet50_BiGRU-Pha  F1-Score     1  0.876658            ResNet50-BiGRU-Pha  ResNet50        BiGRU       Phacoemulsification
241            Evaluation-ResNet50_BiGRU-Pha  F1-Score     2  0.814766            ResNet50-BiGRU-Pha  ResNet50        BiGRU       Phacoemulsification
242            Evaluation-ResNet50_BiGRU-Pha  F1-Score     3  0.869791            ResNet50-BiGRU-Pha  ResNet50        BiGRU       Phacoemulsification
243            Evaluation-ResNet50_BiGRU-Pha  F1-Score     4  0.900457            ResNet50-BiGRU-Pha  ResNet50        BiGRU       Phacoemulsification
244            Evaluation-ResNet50_BiGRU-Pha  F1-Score     5  0.846892            ResNet50-BiGRU-Pha  ResNet50        BiGRU       Phacoemulsification
245           Evaluation-ResNet50_BiLSTM-Pha  F1-Score     1  0.844781           ResNet50-BiLSTM-Pha  ResNet50       BiLSTM       Phacoemulsification
246           Evaluation-ResNet50_BiLSTM-Pha  F1-Score     2  0.843161           ResNet50-BiLSTM-Pha  ResNet50       BiLSTM       Phacoemulsification
247           Evaluation-ResNet50_BiLSTM-Pha  F1-Score     3  0.860800           ResNet50-BiLSTM-Pha  ResNet50       BiLSTM       Phacoemulsification
248           Evaluation-ResNet50_BiLSTM-Pha  F1-Score     4  0.872744           ResNet50-BiLSTM-Pha  ResNet50       BiLSTM       Phacoemulsification
249           Evaluation-ResNet50_BiLSTM-Pha  F1-Score     5  0.847514           ResNet50-BiLSTM-Pha  ResNet50       BiLSTM       Phacoemulsification
250              Evaluation-ResNet50_GRU-Pha  F1-Score     1  0.865014              ResNet50-GRU-Pha  ResNet50          GRU       Phacoemulsification
251              Evaluation-ResNet50_GRU-Pha  F1-Score     2  0.853985              ResNet50-GRU-Pha  ResNet50          GRU       Phacoemulsification
252              Evaluation-ResNet50_GRU-Pha  F1-Score     3  0.887157              ResNet50-GRU-Pha  ResNet50          GRU       Phacoemulsification
253              Evaluation-ResNet50_GRU-Pha  F1-Score     4  0.911104              ResNet50-GRU-Pha  ResNet50          GRU       Phacoemulsification
254              Evaluation-ResNet50_GRU-Pha  F1-Score     5  0.859773              ResNet50-GRU-Pha  ResNet50          GRU       Phacoemulsification
255             Evaluation-ResNet50_LSTM-Pha  F1-Score     1  0.856668             ResNet50-LSTM-Pha  ResNet50         LSTM       Phacoemulsification
256             Evaluation-ResNet50_LSTM-Pha  F1-Score     2  0.881452             ResNet50-LSTM-Pha  ResNet50         LSTM       Phacoemulsification
257             Evaluation-ResNet50_LSTM-Pha  F1-Score     3  0.874678             ResNet50-LSTM-Pha  ResNet50         LSTM       Phacoemulsification
258             Evaluation-ResNet50_LSTM-Pha  F1-Score     4  0.882683             ResNet50-LSTM-Pha  ResNet50         LSTM       Phacoemulsification
259             Evaluation-ResNet50_LSTM-Pha  F1-Score     5  0.844103             ResNet50-LSTM-Pha  ResNet50         LSTM       Phacoemulsification
260       Evaluation-ResNet50_Mamba-best-Pha  F1-Score     1  0.867343       ResNet50-Mamba-best-Pha  ResNet50        Mamba       Phacoemulsification
261       Evaluation-ResNet50_Mamba-best-Pha  F1-Score     2  0.870271       ResNet50-Mamba-best-Pha  ResNet50        Mamba       Phacoemulsification
262       Evaluation-ResNet50_Mamba-best-Pha  F1-Score     3  0.876623       ResNet50-Mamba-best-Pha  ResNet50        Mamba       Phacoemulsification
263       Evaluation-ResNet50_Mamba-best-Pha  F1-Score     4  0.855810       ResNet50-Mamba-best-Pha  ResNet50        Mamba       Phacoemulsification
264       Evaluation-ResNet50_Mamba-best-Pha  F1-Score     5  0.868104       ResNet50-Mamba-best-Pha  ResNet50        Mamba       Phacoemulsification
265      Evaluation-ResNet50_Transformer-Pha  F1-Score     1  0.864075      ResNet50-Transformer-Pha  ResNet50  Transformer       Phacoemulsification
266      Evaluation-ResNet50_Transformer-Pha  F1-Score     2  0.865561      ResNet50-Transformer-Pha  ResNet50  Transformer       Phacoemulsification
267      Evaluation-ResNet50_Transformer-Pha  F1-Score     3  0.880204      ResNet50-Transformer-Pha  ResNet50  Transformer       Phacoemulsification
268      Evaluation-ResNet50_Transformer-Pha  F1-Score     4  0.853849      ResNet50-Transformer-Pha  ResNet50  Transformer       Phacoemulsification
269      Evaluation-ResNet50_Transformer-Pha  F1-Score     5  0.815165      ResNet50-Transformer-Pha  ResNet50  Transformer       Phacoemulsification
270               Evaluation-VGG16_BiGRU-Pha  F1-Score     1  0.866301               VGG16-BiGRU-Pha     VGG16        BiGRU       Phacoemulsification
271               Evaluation-VGG16_BiGRU-Pha  F1-Score     2  0.814629               VGG16-BiGRU-Pha     VGG16        BiGRU       Phacoemulsification
272               Evaluation-VGG16_BiGRU-Pha  F1-Score     3  0.842485               VGG16-BiGRU-Pha     VGG16        BiGRU       Phacoemulsification
273               Evaluation-VGG16_BiGRU-Pha  F1-Score     4  0.896195               VGG16-BiGRU-Pha     VGG16        BiGRU       Phacoemulsification
274               Evaluation-VGG16_BiGRU-Pha  F1-Score     5  0.839547               VGG16-BiGRU-Pha     VGG16        BiGRU       Phacoemulsification
275              Evaluation-VGG16_BiLSTM-Pha  F1-Score     1  0.872968              VGG16-BiLSTM-Pha     VGG16       BiLSTM       Phacoemulsification
276              Evaluation-VGG16_BiLSTM-Pha  F1-Score     2  0.821209              VGG16-BiLSTM-Pha     VGG16       BiLSTM       Phacoemulsification
277              Evaluation-VGG16_BiLSTM-Pha  F1-Score     3  0.877895              VGG16-BiLSTM-Pha     VGG16       BiLSTM       Phacoemulsification
278              Evaluation-VGG16_BiLSTM-Pha  F1-Score     4  0.859880              VGG16-BiLSTM-Pha     VGG16       BiLSTM       Phacoemulsification
279              Evaluation-VGG16_BiLSTM-Pha  F1-Score     5  0.853373              VGG16-BiLSTM-Pha     VGG16       BiLSTM       Phacoemulsification
280                 Evaluation-VGG16_GRU-Pha  F1-Score     1  0.842891                 VGG16-GRU-Pha     VGG16          GRU       Phacoemulsification
281                 Evaluation-VGG16_GRU-Pha  F1-Score     2  0.847894                 VGG16-GRU-Pha     VGG16          GRU       Phacoemulsification
282                 Evaluation-VGG16_GRU-Pha  F1-Score     3  0.877516                 VGG16-GRU-Pha     VGG16          GRU       Phacoemulsification
283                 Evaluation-VGG16_GRU-Pha  F1-Score     4  0.867225                 VGG16-GRU-Pha     VGG16          GRU       Phacoemulsification
284                 Evaluation-VGG16_GRU-Pha  F1-Score     5  0.835647                 VGG16-GRU-Pha     VGG16          GRU       Phacoemulsification
285                Evaluation-VGG16_LSTM-Pha  F1-Score     1  0.876301                VGG16-LSTM-Pha     VGG16         LSTM       Phacoemulsification
286                Evaluation-VGG16_LSTM-Pha  F1-Score     2  0.875238                VGG16-LSTM-Pha     VGG16         LSTM       Phacoemulsification
287                Evaluation-VGG16_LSTM-Pha  F1-Score     3  0.860077                VGG16-LSTM-Pha     VGG16         LSTM       Phacoemulsification
288                Evaluation-VGG16_LSTM-Pha  F1-Score     4  0.871982                VGG16-LSTM-Pha     VGG16         LSTM       Phacoemulsification
289                Evaluation-VGG16_LSTM-Pha  F1-Score     5  0.826137                VGG16-LSTM-Pha     VGG16         LSTM       Phacoemulsification
290          Evaluation-VGG16_Mamba-best-Pha  F1-Score     1  0.826132          VGG16-Mamba-best-Pha     VGG16        Mamba       Phacoemulsification
291          Evaluation-VGG16_Mamba-best-Pha  F1-Score     2  0.800225          VGG16-Mamba-best-Pha     VGG16        Mamba       Phacoemulsification
292          Evaluation-VGG16_Mamba-best-Pha  F1-Score     3  0.882855          VGG16-Mamba-best-Pha     VGG16        Mamba       Phacoemulsification
293          Evaluation-VGG16_Mamba-best-Pha  F1-Score     4  0.889002          VGG16-Mamba-best-Pha     VGG16        Mamba       Phacoemulsification
294          Evaluation-VGG16_Mamba-best-Pha  F1-Score     5  0.829284          VGG16-Mamba-best-Pha     VGG16        Mamba       Phacoemulsification
295         Evaluation-VGG16_Transformer-Pha  F1-Score     1  0.850480         VGG16-Transformer-Pha     VGG16  Transformer       Phacoemulsification
296         Evaluation-VGG16_Transformer-Pha  F1-Score     2  0.823845         VGG16-Transformer-Pha     VGG16  Transformer       Phacoemulsification
297         Evaluation-VGG16_Transformer-Pha  F1-Score     3  0.854287         VGG16-Transformer-Pha     VGG16  Transformer       Phacoemulsification
298         Evaluation-VGG16_Transformer-Pha  F1-Score     4  0.886956         VGG16-Transformer-Pha     VGG16  Transformer       Phacoemulsification
299         Evaluation-VGG16_Transformer-Pha  F1-Score     5  0.807592         VGG16-Transformer-Pha     VGG16  Transformer       Phacoemulsification
300             Evaluation-ResNet50_BiGRU-IA  F1-Score     1  0.763151             ResNet50-BiGRU-IA  ResNet50        BiGRU     Irrigation-Aspiration
301             Evaluation-ResNet50_BiGRU-IA  F1-Score     2  0.829455             ResNet50-BiGRU-IA  ResNet50        BiGRU     Irrigation-Aspiration
302             Evaluation-ResNet50_BiGRU-IA  F1-Score     3  0.729720             ResNet50-BiGRU-IA  ResNet50        BiGRU     Irrigation-Aspiration
303             Evaluation-ResNet50_BiGRU-IA  F1-Score     4  0.801858             ResNet50-BiGRU-IA  ResNet50        BiGRU     Irrigation-Aspiration
304             Evaluation-ResNet50_BiGRU-IA  F1-Score     5  0.731769             ResNet50-BiGRU-IA  ResNet50        BiGRU     Irrigation-Aspiration
305            Evaluation-ResNet50_BiLSTM-IA  F1-Score     1  0.819570            ResNet50-BiLSTM-IA  ResNet50       BiLSTM     Irrigation-Aspiration
306            Evaluation-ResNet50_BiLSTM-IA  F1-Score     2  0.769826            ResNet50-BiLSTM-IA  ResNet50       BiLSTM     Irrigation-Aspiration
307            Evaluation-ResNet50_BiLSTM-IA  F1-Score     3  0.760067            ResNet50-BiLSTM-IA  ResNet50       BiLSTM     Irrigation-Aspiration
308            Evaluation-ResNet50_BiLSTM-IA  F1-Score     4  0.826889            ResNet50-BiLSTM-IA  ResNet50       BiLSTM     Irrigation-Aspiration
309            Evaluation-ResNet50_BiLSTM-IA  F1-Score     5  0.781849            ResNet50-BiLSTM-IA  ResNet50       BiLSTM     Irrigation-Aspiration
310               Evaluation-ResNet50_GRU-IA  F1-Score     1  0.765251               ResNet50-GRU-IA  ResNet50          GRU     Irrigation-Aspiration
311               Evaluation-ResNet50_GRU-IA  F1-Score     2  0.800592               ResNet50-GRU-IA  ResNet50          GRU     Irrigation-Aspiration
312               Evaluation-ResNet50_GRU-IA  F1-Score     3  0.754186               ResNet50-GRU-IA  ResNet50          GRU     Irrigation-Aspiration
313               Evaluation-ResNet50_GRU-IA  F1-Score     4  0.794912               ResNet50-GRU-IA  ResNet50          GRU     Irrigation-Aspiration
314               Evaluation-ResNet50_GRU-IA  F1-Score     5  0.772394               ResNet50-GRU-IA  ResNet50          GRU     Irrigation-Aspiration
315              Evaluation-ResNet50_LSTM-IA  F1-Score     1  0.746162              ResNet50-LSTM-IA  ResNet50         LSTM     Irrigation-Aspiration
316              Evaluation-ResNet50_LSTM-IA  F1-Score     2  0.819084              ResNet50-LSTM-IA  ResNet50         LSTM     Irrigation-Aspiration
317              Evaluation-ResNet50_LSTM-IA  F1-Score     3  0.751916              ResNet50-LSTM-IA  ResNet50         LSTM     Irrigation-Aspiration
318              Evaluation-ResNet50_LSTM-IA  F1-Score     4  0.772578              ResNet50-LSTM-IA  ResNet50         LSTM     Irrigation-Aspiration
319              Evaluation-ResNet50_LSTM-IA  F1-Score     5  0.735350              ResNet50-LSTM-IA  ResNet50         LSTM     Irrigation-Aspiration
320        Evaluation-ResNet50_Mamba-best-IA  F1-Score     1  0.714564        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
321        Evaluation-ResNet50_Mamba-best-IA  F1-Score     2  0.776256        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
322        Evaluation-ResNet50_Mamba-best-IA  F1-Score     3  0.764000        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
323        Evaluation-ResNet50_Mamba-best-IA  F1-Score     4  0.729122        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
324        Evaluation-ResNet50_Mamba-best-IA  F1-Score     5  0.670278        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
325       Evaluation-ResNet50_Transformer-IA  F1-Score     1  0.750000       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
326       Evaluation-ResNet50_Transformer-IA  F1-Score     2  0.766543       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
327       Evaluation-ResNet50_Transformer-IA  F1-Score     3  0.745917       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
328       Evaluation-ResNet50_Transformer-IA  F1-Score     4  0.791352       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
329       Evaluation-ResNet50_Transformer-IA  F1-Score     5  0.722733       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
330                Evaluation-VGG16_BiGRU-IA  F1-Score     1  0.808265                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
331                Evaluation-VGG16_BiGRU-IA  F1-Score     2  0.732931                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
332                Evaluation-VGG16_BiGRU-IA  F1-Score     3  0.743978                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
333                Evaluation-VGG16_BiGRU-IA  F1-Score     4  0.773611                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
334                Evaluation-VGG16_BiGRU-IA  F1-Score     5  0.764674                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
335               Evaluation-VGG16_BiLSTM-IA  F1-Score     1  0.776861               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
336               Evaluation-VGG16_BiLSTM-IA  F1-Score     2  0.785286               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
337               Evaluation-VGG16_BiLSTM-IA  F1-Score     3  0.723695               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
338               Evaluation-VGG16_BiLSTM-IA  F1-Score     4  0.780464               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
339               Evaluation-VGG16_BiLSTM-IA  F1-Score     5  0.762524               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
340                  Evaluation-VGG16_GRU-IA  F1-Score     1  0.728606                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
341                  Evaluation-VGG16_GRU-IA  F1-Score     2  0.804334                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
342                  Evaluation-VGG16_GRU-IA  F1-Score     3  0.668374                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
343                  Evaluation-VGG16_GRU-IA  F1-Score     4  0.778559                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
344                  Evaluation-VGG16_GRU-IA  F1-Score     5  0.799669                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
345                 Evaluation-VGG16_LSTM-IA  F1-Score     1  0.754410                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
346                 Evaluation-VGG16_LSTM-IA  F1-Score     2  0.779715                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
347                 Evaluation-VGG16_LSTM-IA  F1-Score     3  0.800395                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
348                 Evaluation-VGG16_LSTM-IA  F1-Score     4  0.752080                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
349                 Evaluation-VGG16_LSTM-IA  F1-Score     5  0.747309                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
350           Evaluation-VGG16_Mamba-best-IA  F1-Score     1  0.688849           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
351           Evaluation-VGG16_Mamba-best-IA  F1-Score     2  0.781282           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
352           Evaluation-VGG16_Mamba-best-IA  F1-Score     3  0.672395           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
353           Evaluation-VGG16_Mamba-best-IA  F1-Score     4  0.677291           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
354           Evaluation-VGG16_Mamba-best-IA  F1-Score     5  0.663156           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
355          Evaluation-VGG16_Transformer-IA  F1-Score     1  0.771995          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
356          Evaluation-VGG16_Transformer-IA  F1-Score     2  0.772888          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
357          Evaluation-VGG16_Transformer-IA  F1-Score     3  0.750758          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
358          Evaluation-VGG16_Transformer-IA  F1-Score     4  0.813011          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
359          Evaluation-VGG16_Transformer-IA  F1-Score     5  0.769944          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
360             Evaluation-ResNet50_BiGRU-CP  F1-Score     1  0.871452             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
361             Evaluation-ResNet50_BiGRU-CP  F1-Score     2  0.915287             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
362             Evaluation-ResNet50_BiGRU-CP  F1-Score     3  0.906650             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
363             Evaluation-ResNet50_BiGRU-CP  F1-Score     4  0.796638             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
364             Evaluation-ResNet50_BiGRU-CP  F1-Score     5  0.954540             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
365            Evaluation-ResNet50_BiLSTM-CP  F1-Score     1  0.864215            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
366            Evaluation-ResNet50_BiLSTM-CP  F1-Score     2  0.911655            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
367            Evaluation-ResNet50_BiLSTM-CP  F1-Score     3  0.919872            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
368            Evaluation-ResNet50_BiLSTM-CP  F1-Score     4  0.903215            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
369            Evaluation-ResNet50_BiLSTM-CP  F1-Score     5  0.954518            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
370               Evaluation-ResNet50_GRU-CP  F1-Score     1  0.880818               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
371               Evaluation-ResNet50_GRU-CP  F1-Score     2  0.861229               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
372               Evaluation-ResNet50_GRU-CP  F1-Score     3  0.913020               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
373               Evaluation-ResNet50_GRU-CP  F1-Score     4  0.884560               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
374               Evaluation-ResNet50_GRU-CP  F1-Score     5  0.926371               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
375              Evaluation-ResNet50_LSTM-CP  F1-Score     1  0.892204              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
376              Evaluation-ResNet50_LSTM-CP  F1-Score     2  0.875637              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
377              Evaluation-ResNet50_LSTM-CP  F1-Score     3  0.889724              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
378              Evaluation-ResNet50_LSTM-CP  F1-Score     4  0.835504              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
379              Evaluation-ResNet50_LSTM-CP  F1-Score     5  0.915750              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
